time,symbol,market_type,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_20,ema_50,ema_200,ema_spread_20_50,ema_spread_50_200,macd_hist,bb_pct,target_ret_1,target_ret_5,target_class
2022-07-13,NVDA,stock,14.59,15.375,14.465,15.164,521918000,0.005437,0.002247,41.46,0.86794,0.05724,21.08,15.87984,17.38537,22.82459,-0.086598,-0.238305,0.03399,,0.013717,0.174294,1
2022-07-14,NVDA,stock,15.108,15.473,14.728,15.372,456235000,0.013717,-0.030647,43.37,0.85916,0.05589,21.36,15.83147,17.30641,22.75043,-0.085225,-0.239293,0.056423,,0.025371,0.174213,1
2022-07-15,NVDA,stock,15.659,15.782,15.445,15.762,385935000,0.025371,-0.004799,46.88,0.82708,0.05247,21.12,15.82486,17.24585,22.68089,-0.082396,-0.239631,0.098512,,0.021507,0.098782,1
2022-07-18,NVDA,stock,16.302,16.897,16.002,16.101,670517000,0.021507,0.062632,49.8,0.84907,0.05273,19.81,15.85116,17.20095,22.61542,-0.078472,-0.239415,0.147235,,0.055338,0.057326,1
2022-07-19,NVDA,stock,16.486,17.11,16.172,16.992,702366000,0.055338,0.126641,56.54,0.8605,0.05064,18.84,15.95981,17.19276,22.55947,-0.071713,-0.237892,0.232454,,0.047964,-0.027013,-1
2022-07-20,NVDA,stock,16.947,17.933,16.801,17.807,760538000,0.047964,0.174294,61.62,0.87989,0.04941,18.8,16.13573,17.21685,22.51218,-0.062794,-0.235221,0.330701,,0.013646,-0.000955,0
2022-07-21,NVDA,stock,17.885,18.144,17.545,18.05,557049000,0.013646,0.174213,63.01,0.85982,0.04764,18.95,16.31804,17.24952,22.46778,-0.054,-0.232255,0.394705,,-0.040499,-0.003657,0
2022-07-22,NVDA,stock,17.893,17.967,17.137,17.319,536671000,-0.040499,0.098782,56.4,0.86362,0.04987,18.52,16.41337,17.25224,22.41655,-0.048624,-0.230379,0.370834,,-0.017033,0.048733,1
2022-07-25,NVDA,stock,17.019,17.124,16.649,17.024,480748000,-0.017033,0.057326,53.94,0.84979,0.04992,17.5,16.47153,17.24329,22.36289,-0.044757,-0.228933,0.320115,,-0.028842,0.083235,1
2022-07-26,NVDA,stock,16.889,16.919,16.478,16.533,397865000,-0.028842,-0.027013,50.03,0.82809,0.05009,16.33,16.47738,17.21544,22.30488,-0.042872,-0.228176,0.241989,,0.07603,0.120547,1
2022-07-27,NVDA,stock,17.032,17.936,16.913,17.79,569776000,0.07603,-0.000955,58.36,0.86916,0.04886,16.34,16.60239,17.23797,22.25996,-0.036871,-0.225606,0.261782,,0.010905,0.062001,1
2022-07-28,NVDA,stock,17.975,18.14,17.44,17.984,474646000,0.010905,-0.003657,59.48,0.85708,0.04766,16.54,16.73397,17.26723,22.21741,-0.030882,-0.222807,0.273476,,0.009953,0.06845,1
2022-07-29,NVDA,stock,17.813,18.244,17.692,18.163,435460000,0.009953,0.048733,60.53,0.83528,0.04599,16.84,16.87007,17.30236,22.17707,-0.024984,-0.219809,0.277901,,0.015306,0.045477,1
2022-08-01,NVDA,stock,18.182,18.846,17.99,18.441,476469000,0.015306,0.083235,62.18,0.83676,0.04538,17.67,17.01968,17.34701,22.13989,-0.018869,-0.216482,0.283222,,0.004609,-0.035139,-1
2022-08-02,NVDA,stock,18.122,18.938,18.092,18.526,489527000,0.004609,0.120547,62.7,0.83742,0.0452,18.52,17.16314,17.39324,22.10394,-0.013229,-0.213116,0.275863,,0.01981,-0.077729,-1
2022-08-03,NVDA,stock,18.184,18.968,18.137,18.893,418146000,0.01981,0.062001,64.91,0.83696,0.0443,19.33,17.32789,17.45206,22.07199,-0.007115,-0.209312,0.27831,,0.017043,-0.042132,-1
2022-08-04,NVDA,stock,18.849,19.274,18.76,19.215,409652000,0.017043,0.06845,66.77,0.8139,0.04236,20.38,17.50762,17.52119,22.04356,-0.000775,-0.205156,0.28327,,-0.011762,-0.06625,-1
2022-08-05,NVDA,stock,18.81,19.229,18.666,18.989,386068000,-0.011762,0.045477,64.2,0.79597,0.04192,21.18,17.6487,17.57875,22.01316,0.003979,-0.201444,0.253926,,-0.062984,-0.014745,-1
2022-08-08,NVDA,stock,17.502,18.239,17.242,17.793,981859000,-0.062984,-0.035139,52.62,0.86391,0.04855,19.72,17.66244,17.58716,21.97117,0.004281,-0.199535,0.142138,,-0.039735,0.069634,1
