time,symbol,market_type,open,high,low,close,volume,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_20,ema_50,ema_200,ema_spread_20_50,ema_spread_50_200,macd_hist,bb_pct,target_ret_1,target_ret_5,target_class
2021-12-16,EURUSD=X,forex,1.1293,1.1364,1.1282,1.1291,0,0.002664,-0.004848,43.05,0.00716,0.00634,21.94,1.13199,1.14343,,-0.010004,,0.001114,,0.003808,0.003366,0
2021-12-17,EURUSD=X,forex,1.1335,1.1349,1.1268,1.1334,0,0.003808,0.003631,48.6,0.00723,0.00638,20.84,1.13213,1.14304,,-0.009546,,0.001394,,-0.007941,-0.000618,0
2021-12-20,EURUSD=X,forex,1.1243,1.1305,1.1237,1.1244,0,-0.007941,-0.006011,39.85,0.0074,0.00658,19.49,1.13139,1.14231,,-0.009556,,0.00097,,0.003024,0.007115,0
2021-12-21,EURUSD=X,forex,1.1277,1.1303,1.1262,1.1278,0,0.003024,-0.00062,43.95,0.0073,0.00647,18.25,1.13105,1.14174,,-0.009362,,0.000917,,0.000887,0.004611,0
2021-12-22,EURUSD=X,forex,1.1291,1.1342,1.1265,1.1288,0,0.000887,0.002398,45.14,0.00732,0.00649,17.56,1.13083,1.14123,,-0.00911,,0.000943,,0.003632,0.002392,0
2021-12-23,EURUSD=X,forex,1.133,1.1346,1.1292,1.1329,0,0.003632,0.003366,49.83,0.00722,0.00637,17,1.13103,1.1409,,-0.008654,,0.001214,,-0.000177,0.002736,0
2021-12-24,EURUSD=X,forex,1.1325,1.1344,1.1308,1.1327,0,-0.000177,-0.000618,49.6,0.00696,0.00614,16.48,1.13119,1.14058,,-0.008235,,0.001346,,-0.000265,-0.000177,0
2021-12-27,EURUSD=X,forex,1.1324,1.1335,1.1304,1.1324,0,-0.000265,0.007115,49.25,0.00668,0.0059,15.9,1.13131,1.14026,,-0.007854,,0.001375,,0.00053,0.004327,0
2021-12-28,EURUSD=X,forex,1.133,1.1336,1.129,1.133,0,0.00053,0.004611,50.02,0.00653,0.00577,14.99,1.13147,1.13998,,-0.007465,,0.001392,,-0.001324,-0.002471,0
2021-12-29,EURUSD=X,forex,1.1313,1.137,1.1275,1.1315,0,-0.001324,0.002392,48.05,0.00674,0.00596,14.9,1.13147,1.13964,,-0.007173,,0.001264,,0.003977,-0.00274,0
2021-12-30,EURUSD=X,forex,1.136,1.136,1.1301,1.136,0,0.003977,0.002736,53.91,0.00668,0.00588,14.83,1.1319,1.1395,,-0.00667,,0.001432,,-0.003081,-0.004137,0
2021-12-31,EURUSD=X,forex,1.1323,1.1379,1.1305,1.1325,0,-0.003081,-0.000177,49.26,0.00674,0.00595,15.16,1.13196,1.13923,,-0.00638,,0.001262,,0.004238,-0.002472,0
2022-01-03,EURUSD=X,forex,1.1374,1.1376,1.1285,1.1373,0,0.004238,0.004327,54.99,0.0069,0.00607,14.87,1.13247,1.13915,,-0.005868,,0.001416,,-0.006243,-0.001671,0
