Datetime,open,high,low,close,volume,dxy_close,dxy_slope_5,ret_1,ret_5,rsi_14,atr_14,atr_pct,adx_14,ema_spread_21_50,bb_width,h1_trend_slope,fvg_bull_bear,session_num,asian_sweep,target_buy,target_sell
2026-07-14 20:40:00+00:00,4056.60009765625,4058.0,4056.0,4057.10009765625,186,100.93099975585938,-0.011888924941128032,0.00012325592564299548,-0.0004927200492431671,40.05613912007953,2.89738968509448,0.000714152871596211,27.518362155203754,-1.101522863129989,0.0020063785270339803,0.8463642404352968,0.0,4.0,0.0,0,0
2026-07-14 20:45:00+00:00,4056.699951171875,4056.699951171875,4055.5,4056.39990234375,36,100.93399810791016,-0.006938492830865783,-0.0001725851706011472,-0.0009851246419573245,38.550428442429194,2.8047259395335855,0.0006914323062459992,28.44878781685258,-1.1584829663326048,0.002104359993243391,0.6184626928414213,0.0,4.0,0.0,0,0
2026-07-14 20:50:00+00:00,4056.699951171875,4059.300048828125,4056.699951171875,4058.5,435,100.927001953125,-0.01584938054770557,0.000517724511095885,-0.0002216835900376024,45.203609877353344,2.811541694731913,0.0006927538979258131,27.823874182839685,-1.130862767010326,0.0019191389828900544,1.3503479754062455,0.0,4.0,0.0,0,0
2026-07-14 20:55:00+00:00,4058.39990234375,4059.5,4057.699951171875,4058.300048828125,0,100.9280014038086,-0.012879293882128717,-4.9267259301433164e-05,9.860925454163727e-05,44.7072941468066,2.739292184619176,0.0006749851296505721,27.139854542647736,-1.1380816980556585,0.0017202422608630877,1.2999056232411474,1.0,4.0,0.0,0,0
2026-07-14 22:00:00+00:00,4059.800048828125,4060.0,4057.300048828125,4058.60009765625,120,100.94100189208984,0.014861769292884297,7.39346091995774e-05,0.0004930237025719819,45.67127214655404,2.736482111570961,0.0006742428536261104,26.237440363509226,-1.1097539380499406,0.0017214510198607742,1.3968494470013733,0.0,0.0,0.0,0,0
2026-07-14 22:05:00+00:00,4058.60009765625,4058.89990234375,4057.10009765625,4057.5,50,100.94100189208984,0.009909875315483596,-0.00027105347405009805,9.856851793754728e-05,42.7298672543397,2.6695765655976045,0.0006579363069864704,25.481581231072273,-1.1284044551456827,0.0017422733420230584,1.0096236926376003,0.0,0.0,0.0,0,0
2026-07-14 22:10:00+00:00,4057.60009765625,4057.60009765625,4054.800048828125,4056.89990234375,139,100.94100189208984,0.006938974291093025,-0.00014789837492301672,0.0001232620086868419,41.17214311549579,2.678896014949424,0.000660330814029149,25.639807399224733,-1.1240749209709786,0.0017481609060749379,0.7743199506411623,0.0,0.0,0.0,0,0
2026-07-14 22:15:00+00:00,4056.60009765625,4057.10009765625,4054.800048828125,4056.10009765625,131,100.94100189208984,0.01387135126766914,-0.0001971467639706459,-0.0005913274223851017,39.12494692121747,2.6518354961356456,0.0006537894608833653,25.78673168579097,-1.146731675067265,0.0018329115926258772,0.4758350108197931,0.0,0.0,0.0,0,0
2026-07-14 22:20:00+00:00,4056.10009765625,4058.0,4055.5,4056.300048828125,190,100.94100189208984,0.012880952857896588,4.929640962036963e-05,-0.0004928171835341111,39.929111134024616,2.6409901015191433,0.0006510835169311824,25.368233219554565,-1.1532326920931013,0.0019188681042587496,0.5479922834009664,0.0,0.0,0.0,0,0
2026-07-14 22:25:00+00:00,4056.300048828125,4058.0,4055.60009765625,4058.0,273,100.94100189208984,0.0,0.00041908910864862925,-0.00014785828655461408,46.41068895390547,2.6237695443917914,0.0006465671622453896,24.979627529259783,-1.1247463707775398,0.0019255318383750596,1.187557808882017,0.0,0.0,0.0,0,0
2026-07-14 22:30:00+00:00,4057.5,4058.89990234375,4057.5,4058.5,225,100.94100189208984,0.0,0.00012321340561860517,0.0002464571780653735,48.18168743321816,2.5363504444855174,0.0006249477502736275,24.054186722849824,-1.1165963340173994,0.0017674188586338172,1.4114371037524793,0.0,0.0,0.0,0,1
2026-07-14 22:35:00+00:00,4058.39990234375,4058.89990234375,4056.0,4056.60009765625,509,100.94100189208984,0.0,-0.00046812919643957063,-7.389994693407509e-05,42.44207484998505,2.562318441192108,0.0006316418625223911,23.85966338931127,-1.0991061203105394,0.0016079798192031097,0.6491310248913108,0.0,0.0,0.0,0,0
2026-07-14 22:40:00+00:00,4057.10009765625,4058.199951171875,4054.800048828125,4056.60009765625,183,100.94100189208984,0.0,0.0,0.00012327111953891468,42.442074849982184,2.622145871151008,0.0006463900330392399,24.14840286584849,-1.064930133143249,0.0014927641507931904,0.6280086704009689,0.0,0.0,0.0,0,0
2026-07-14 22:45:00+00:00,4056.800048828125,4056.89990234375,4054.39990234375,4055.300048828125,115,100.94100189208984,0.0,-0.00032047744338326023,-0.00024653008602970594,38.77630844478069,2.6134211649384027,0.0006444458199076076,24.566499210434486,-1.0824174649155869,0.0014155829674165263,0.1313343410986576,0.0,0.0,0.0,0,0
2026-07-14 22:50:00+00:00,4055.60009765625,4056.39990234375,4054.60009765625,4055.5,65,100.94100189208984,0.0,4.930613504972037e-05,-0.0006160670280926928,39.63981907003192,2.555305695272498,0.0006300840082042898,24.954731510851968,-1.111488976448368,0.0013424174527874178,0.21045556796969359,0.0,0.0,0.0,0,0
2026-07-14 22:55:00+00:00,4055.199951171875,4055.699951171875,4054.300048828125,4055.10009765625,81,100.94100189208984,0.0,-9.860740814937596e-05,-0.0008377238742761639,38.47113310009038,2.472776875229821,0.0006097942876080978,25.438736784647567,-1.1568702206098378,0.0013844922217672356,0.055202743472730645,0.0,0.0,0.0,1,0
